X1,X2,X3,Y
701.4503221,-17.1946054,0.978819354,0
406.2323871,-73.95444421,-9.770582135,0
383.904428,9.765591383,-10.0742301,0
874.7759675,-53.02703806,-4.679945348,0
-59.16960883,70.50137784,62.36917746,1
-15.99680951,95.48538549,-2.164406937,1
8.706923658,150.1130378,-13.06855404,1
204.3627333,-31.23107976,54.79500428,0
188.0711526,116.0974893,26.87295842,1
203.7117287,39.51163775,-28.72992317,1
658.859576,-38.11890629,40.4253679,0
490.6386744,-22.52935524,-23.40161725,0
696.5632789,82.93019389,-24.43823389,0
194.9749719,94.76821396,22.50344483,1
157.6173925,-85.78633204,-1.423098175,0
750.7981468,18.19455536,49.31613997,0
834.4866118,112.3854089,-12.08314051,1
546.9629357,21.99765086,29.78294856,0
196.4304016,120.6409703,25.88121812,1
287.9634981,-38.75631924,41.18628128,0
702.3739661,71.34537944,-14.47656706,0
442.9971648,-35.35465203,8.174534939,0
654.7418088,110.1830298,-3.278764244,1
64.6795672,64.65357066,-1.492556241,1
853.1168193,-85.53327496,10.86753462,0
233.0227084,147.8661763,73.11430426,1
342.5317715,103.7420499,15.28127489,1
122.3197006,24.67688518,54.5951334,1
693.4380286,22.18827597,55.74582128,0
670.9724047,85.35748529,23.63041485,1
806.8213366,130.7898732,-47.27398909,1
587.1125066,105.1449154,38.44894521,1
728.798069,-61.91374419,17.9117992,0
875.3617924,134.6845942,-10.49768929,1
342.3032443,-32.23360132,23.54497757,0
161.1869189,53.85292806,-15.72532659,1
601.563243,144.9380611,22.16252824,1
756.7860358,-22.61685862,17.67111319,0
318.8095565,133.4029715,73.65825672,1
860.3783981,15.88494982,-27.05939282,0
565.931382,-54.09895856,33.56361889,0
580.7352673,112.3271147,50.64970662,1
840.6615597,54.87123103,52.62225889,0
320.3350912,8.371122295,97.49139184,0
706.8878391,94.00257078,34.10428472,1
-40.39081449,122.119092,52.84682,1
480.6535517,9.461954772,6.084467861,0
118.24925,161.5020025,23.75354964,1
237.5304758,-63.35843077,17.43340079,0
352.3542629,81.62329695,43.44395777,1
654.9522223,-77.15842178,-33.28590359,0
502.2388534,46.67346047,61.0876171,0
845.184891,-62.57282032,-11.28682425,0
895.882095,121.8245507,38.63781865,1
27.08126147,52.00986408,5.455296353,1
-87.38651718,-74.96505348,47.33271651,0
242.8351823,59.22088382,10.15686945,1
41.12986096,82.06440413,20.9574083,1
165.2937423,132.0781842,34.40148587,1
229.0636831,10.07552656,-17.15183573,0
458.5848943,40.26388802,53.57057459,0
544.6584839,-55.65193212,34.05481798,0
160.6310137,15.48709156,49.73113892,0
354.4644316,120.5061875,80.93231378,1
157.4957138,-32.69658763,66.56611902,0
461.1746454,32.1545816,39.04115872,0
10.03833937,56.35560743,66.85514855,1
573.4035821,69.12744575,-11.3697116,0
583.583963,-49.07563093,52.8099081,0
728.7931479,126.7650806,21.46712368,1
572.131029,27.15723817,38.685945,0
-12.83433473,151.5096624,-3.068976922,1
431.8623306,-93.57256064,48.5688614,0
217.3896584,-30.99005377,12.45804812,0
369.0665704,13.61187323,14.92661161,0
220.8333143,79.06864815,27.64497708,1
-77.24141465,-15.00551735,68.34394693,0
857.0774142,-34.543041,-29.95290419,0
285.7089386,22.68467812,-15.06275394,0
800.6830293,47.73126213,-4.35012674,0
77.53047407,9.520068716,-7.027079268,0
236.623746,-23.26461099,-35.18457503,0
56.15347021,152.417553,-6.900899796,1
815.6471223,142.0278122,-12.77222097,1
577.8262534,-74.79287499,38.51277319,0
641.3965206,88.69853594,13.70362715,1
244.9935852,18.70976948,-17.95579876,0
124.0975842,70.14673358,7.664477605,1
331.5884084,-60.59652543,52.64104656,0
120.9686811,40.59638057,59.26448974,1
419.3158089,-76.46782797,-3.002551139,0
37.10715373,-76.56449902,-34.39038914,0
82.28927205,-81.45610878,8.508193668,0
209.730626,47.17842827,70.52919426,1
244.8324157,-68.3624938,13.89855048,0
501.0575651,-57.03115558,20.23058589,0
801.1969439,60.35789608,-11.44735193,0
736.1559799,34.18883488,-3.880716854,0
761.1469257,-85.56103393,18.33307073,0
610.961688,-89.43003729,56.08300386,0
139.7025347,44.90205077,-31.48975417,1
-53.58895814,79.77592461,68.48079319,1
381.3922744,-71.33976781,35.92744752,0
158.5006708,126.9228584,-31.16663505,1
83.11491429,-31.2185531,30.05979594,0
777.1854551,115.1569769,66.09487686,1
60.38309474,13.61189359,51.81219195,1
801.7055653,106.4323624,-11.97374906,1
99.11967132,93.88381785,13.46618048,1
546.4407274,-42.95400019,31.04855359,0
764.8432478,91.47609361,49.23937841,0
671.9471766,59.20317519,60.88024496,0
652.3726372,-75.63863967,65.56934851,0
865.5819245,-43.409164,-6.08405684,0
769.6944193,-49.37655397,-2.296896409,0
632.5894958,-4.155809788,41.94318895,0
208.0140538,31.96157654,62.89445769,1
284.4254309,62.80632409,-12.92634939,1
457.9842573,-1.262130879,25.75189444,0
336.0034393,33.2345125,-0.728632294,0
129.4569658,-53.02803221,-1.269752294,0
607.0615598,120.7651357,27.08379814,1
67.5456006,-82.83892361,12.45554823,0
13.08441694,-47.3870779,20.18370197,0
-78.58783049,-82.37789572,11.73359998,0
887.2379443,-62.07374236,9.111301028,0
862.3846795,131.420598,-19.5993138,1
272.8274412,31.80461741,-17.9878084,0
141.8893271,121.055005,79.09058788,1
538.9780081,-21.76584802,-12.21460556,0
-13.28384353,138.5632624,28.22347964,1
121.0296472,39.5951757,61.44386702,1
0.020115332,-5.779988436,-4.987378228,0
170.9206079,-84.3414981,11.75405833,0
168.2751176,64.44642467,30.74373181,1
-19.60799459,145.7712442,33.94635273,1
663.8782322,151.0064771,-36.58862555,1
-66.21385193,3.561030574,3.171385131,1
84.44458079,48.09869139,-15.71863324,1
522.6873882,61.71210787,62.30030177,0
30.63166789,64.68514022,-4.346075164,1
253.3070296,-42.11916555,60.98501209,0
107.6700233,89.79700979,-17.10438762,1
-64.46781915,-4.43002249,24.04081203,1
304.8687927,116.6850544,53.16701874,1
740.6762579,25.964441,-21.45409146,0
727.4925497,-30.0284456,54.53812596,0
42.68759872,-8.806724391,69.23614128,0
132.0909086,72.23984302,51.56240757,1
793.213225,-2.321792011,-11.12097677,0
206.3370296,-16.13541082,3.394485037,0
822.0122235,7.192070211,-12.45077126,0
66.55191463,43.80931673,1.522934299,1
-38.24487658,36.60243098,12.67487089,1
160.1376064,98.28055314,-30.68114788,1
378.6284633,74.19677992,-9.650891903,1
677.0032019,-70.69201514,66.26424449,0
849.6614233,-46.99522777,20.33509465,0
783.1749969,-68.73428235,-16.86173721,0
166.2497463,79.55822363,80.33649807,1
684.3395923,118.8420753,34.38381871,1
57.22908856,75.88636497,18.69360933,1
-25.97646732,-92.61097195,60.60973678,0
686.8666245,28.84161719,62.66668569,0
541.4619755,59.05909257,21.67824368,0
45.5118164,99.7677461,-11.58724693,1
641.9820486,109.2285155,29.64104897,1
264.0819586,148.7257437,18.45605752,1
126.8901127,104.3720916,-34.20577077,1
228.2382269,-46.58471753,46.31559694,0
72.21741304,-69.78754105,-0.770824126,0
302.1615198,-68.2865026,23.74265011,0
716.5287708,45.94593548,-5.961942074,0
135.7439579,96.84086704,-26.18682617,1
-0.575578871,-54.03190449,51.90633392,0
290.5116546,72.3556461,56.50743307,1
289.5239295,126.4904724,16.18938916,1
757.7559504,-35.19460852,17.03794013,0
451.6172755,69.79252247,39.92167647,1
826.7575215,-99.99560541,10.05291495,0
14.11684327,131.989919,12.72331678,1
441.3416635,-74.05108681,-11.45697789,0
538.3715382,-92.0095129,30.55330219,0
360.1139272,135.0834348,38.87843205,1
6.804893718,68.50272356,-16.75410569,1
308.8498142,80.60210523,37.04404605,1
747.4519751,0.277472453,80.84530102,0
504.6763392,30.17263044,61.53377225,0
771.8753224,-73.13603571,-37.19246159,0
138.030193,-17.62676576,-15.6969395,0
236.9089287,57.87348563,17.00477004,1
157.6199753,9.975691841,49.79374758,0
789.1431431,9.016857252,-26.77247076,0
406.825858,148.1666237,69.12812482,1
209.1725519,-77.50437359,95.69376162,0
-60.76995261,30.43811372,31.15241438,1
573.5600487,54.34936677,-8.191179615,0
613.5827119,-24.83105314,11.78015452,0
659.3757971,-50.80611776,45.6180263,0
-66.28963732,-42.10632083,-8.356945294,0
199.5440201,82.40207479,58.1952116,1
409.3998631,100.572352,16.4126268,1
175.2417773,2.131172916,3.55679524,0
-2.876899036,113.8692057,0.919074609,1
851.4401721,87.27140724,-12.88725928,0
331.7316766,-75.42812356,-3.328016417,0
98.95084939,126.9651936,15.61966068,1
49.53174638,7.381815734,56.97043203,1
499.3718091,107.5121565,15.964951,1
585.2805005,-17.15139445,-33.06296711,0
782.4875769,-45.62327669,29.28529465,0
659.697434,-46.08380872,-4.685354398,0
887.4046912,26.96045432,-13.37026655,0
-28.5229395,-66.12831127,22.10965543,0
815.1833528,5.89931066,38.12386316,0
444.3677871,-42.97151862,22.95890664,0
890.5270968,104.7108912,74.895215,0
196.9494222,-32.74586678,13.37736807,0
141.0294642,84.03604276,50.98134411,1
602.9514645,-70.40807846,53.81547678,0
375.1974509,104.0547644,30.81830534,1
149.5575879,-8.483991569,10.62402315,0
657.838845,-62.50830308,-1.159459465,0
689.0325328,157.4123336,72.33121173,1
108.9907297,106.7625446,75.07692757,1
524.0120557,96.02180295,38.48563225,1
381.5219286,149.8039422,60.86962436,1
530.2321592,55.96655492,48.08427608,0
311.4025825,86.23055162,73.23486459,1
643.1795108,-32.52198779,3.673507825,0
814.0907172,-96.19992555,23.67070246,0
842.4884017,-76.05566721,45.58504436,0
224.1577778,-7.848124206,62.32292264,0
328.1458263,86.75180154,-13.40502171,1
19.07848527,-86.67033086,29.17681021,0
-6.934259604,168.5607183,27.69836846,1
321.634811,-75.98970613,6.55371542,0
895.4912073,-8.390312843,31.0971396,0
-31.47975493,44.03595285,68.64134095,1
498.8012238,99.76817165,69.5419662,1
-92.11703688,-60.90174062,39.11239613,0
-100.7737737,6.106329754,25.52613374,1
396.4258028,118.6320922,61.1380926,1
387.9704074,129.0449015,-0.405636913,1
335.8925424,132.0953261,-25.52107107,1
390.6632846,-3.070035707,-32.07113064,0
886.0512747,150.8821286,30.37541218,1
360.2662447,101.3046298,16.79154199,1
588.0740707,85.51236226,13.0061622,1
879.0893009,-94.99187009,70.24221268,0
-68.21319007,-45.9410772,10.07147029,0
483.3956236,34.43129589,69.46594551,0
-79.42518508,40.66839061,42.88527949,1
2.769696842,-105.9933316,9.063639573,0
781.3909186,78.50117802,40.9142893,0
909.2968784,-81.30781609,-9.260865553,0
142.152577,-33.0100269,41.03277352,0
188.1644406,124.9652068,49.85439015,1
124.2841587,-41.80790712,2.57733073,0
739.9593831,84.35560273,36.65565,0
-76.29648841,91.25774299,2.966500356,1
524.3602159,29.35211293,-7.128756289,0
75.57146257,-64.07354949,38.47127761,0
227.137749,136.5519998,54.60856361,1
380.311488,119.4326568,-1.999968549,1
-30.91447157,111.6917826,20.4266201,1
716.1089908,7.698158438,43.57536563,0
698.1203965,89.52210357,-7.888981733,1
28.99503414,-0.04482345,73.90472545,1
886.048757,92.17194225,36.297295,0
93.02341302,139.2181949,-15.60331757,1
870.8624773,-64.51020232,72.26048407,0
180.9347734,91.92867197,-24.88676103,1
441.4508707,157.866607,39.71700902,1
-93.22393783,-32.19070406,57.37776604,0
399.376593,62.17891187,56.85906329,1
795.2099379,49.35227291,-21.4403672,0
48.81038487,-26.69873009,9.270993047,0
-12.76829244,-22.77811832,33.31172014,0
763.2879465,-91.89493154,35.51372437,0
380.9597533,39.23640174,-6.277936371,0
862.2333684,-75.54874861,-18.08529146,0
562.0057776,18.1733626,-26.33575752,0
509.0399951,-36.75092258,60.8121566,0
342.3071959,3.257943595,5.717816777,0
877.86971,114.4101015,61.87311596,1
676.0564329,55.47321726,-6.37712794,0
355.6172258,-54.02244928,31.93536679,0
530.4717778,-60.91504739,15.97671133,0
368.5083373,-5.103601666,-23.49417502,0
-34.78963574,99.77027178,18.92733918,1
380.526815,29.18919719,55.21599427,0
691.2045494,120.5246127,32.64867214,1
501.7253942,-17.56650193,-19.40265017,0
442.0857847,-43.26199115,-6.860277137,0
654.8925944,-22.58464898,3.208423668,0
521.0762909,-42.98111687,5.77465448,0
693.4000119,-68.40360525,89.13552419,0
243.4471564,-63.44193284,-10.71137939,0
668.3297267,42.49774691,29.96596785,0
481.2728339,81.14100448,16.71721682,1
115.9845297,68.64479506,-1.197347953,1
802.6091791,-72.76986471,47.90194686,0
146.0127647,30.95888329,-45.10552016,1
106.4693044,111.3959562,68.53464264,1
359.7540743,-60.14498002,14.06631578,0
284.3793634,-19.5856691,-17.50170935,0
445.5507975,39.17176656,0.220486449,0
547.4510087,-17.83919445,23.11174461,0
798.258349,-85.79966034,18.45912071,0
737.4997038,6.723149657,29.62584331,0
479.6015948,126.3373637,7.995696093,1
475.4872929,42.50272133,30.22158548,0
-102.7634011,92.84168757,47.10653274,1
592.1350441,-44.15595253,58.66284042,0
456.6526487,-2.693899446,47.99485953,0
340.2543418,-4.265148189,-6.770129937,0
295.0220599,145.7535407,70.62617372,1
813.7132473,92.48965586,42.81414211,0
811.2744845,123.439208,82.6006581,1
396.7752321,97.70719793,7.607253937,1
609.4549937,128.7512089,-23.72140045,1
196.4503187,63.7353848,26.20353417,1
679.3586082,72.97684621,39.27038376,0
316.7934977,31.82888804,58.79437788,0
508.2646496,129.0112891,36.83932917,1
747.8590902,71.1132122,-8.10063103,0
130.9580585,-65.08510718,25.72660677,0
369.1281957,105.5691485,6.946394088,1
584.2504825,26.04122984,-21.75987778,0
525.8865765,28.21887711,-9.744659169,0
738.7578607,96.391858,-4.804143777,1
401.64894,-0.181361225,31.89942552,0
296.4733657,-100.3271206,121.0216883,0
65.68763018,88.64654914,15.86407033,1
665.1431337,100.5381936,23.12130405,1
775.6966112,142.7185842,4.249618209,1
788.66062,-61.32362219,5.643919874,0
83.86004533,-64.70423822,42.43693194,0
-37.02475082,104.0993531,57.21180794,1
618.1634856,73.35360378,-4.03671871,0
380.0929854,71.39268723,-1.318764525,1
850.0680621,101.7666014,22.99111149,0
730.8896018,113.6052396,30.3289771,1
80.6655544,115.0306299,17.77537879,1
178.9859491,-85.92982128,81.05927465,0
469.9857086,126.5953269,19.95104583,1
745.7207237,-66.69314159,-12.54409978,0
651.182279,-8.227801662,62.51629726,0
313.1441472,38.96337604,49.44979665,1
135.9017164,106.9219803,12.78179943,1
81.60988468,132.8211123,5.155012412,1
739.5881997,112.7160544,-14.06171683,1
707.6980453,33.58194679,39.03851973,0
204.2748156,-27.29804669,1.618768515,0
164.8252606,-14.34380455,-26.27606917,0
661.1487749,-26.57583531,45.29889562,0
380.2967832,117.752875,20.43531771,1
434.0744996,120.9159816,-1.826275144,1
481.6520687,86.14724993,35.80510311,1
-25.60412261,63.25862081,49.15041813,1
208.4249371,116.6998247,-14.42489664,1
790.5116865,-103.1258297,-30.98806609,0
260.1211437,57.537576,14.9895156,1
-77.96598761,115.0513498,22.63775908,1
543.81899,-86.77344477,59.2211456,0
168.3980336,24.11779959,7.659474861,1
571.3917738,41.64496584,12.42568608,0
158.4962286,-42.24384634,47.36579512,0
533.9656242,82.92434362,65.30265092,1
890.375761,-83.70262184,20.38600892,0
-74.88846381,-119.8182576,26.67731399,0
573.8932869,-39.63644451,42.44627283,0
621.2321006,39.29831527,4.105082349,0
413.2359333,131.5124681,31.81726138,1
315.9647219,-52.24318906,46.59448953,0
118.5541417,-27.81432087,21.84521392,0
472.0880044,33.73093062,70.13681649,0
743.6511708,-38.63589806,28.82102083,0
648.6998173,41.11462932,4.320326615,0
697.3330888,57.42592845,50.52549339,0
746.1378399,49.35926227,21.74454796,0
199.9343566,113.118434,60.56902027,1
571.2679473,-67.37852885,48.19838254,0
84.97217392,-37.49369813,23.26940897,0
-13.81668913,106.725673,11.26528903,1
694.3105136,-48.66701986,63.56361761,0
-67.05524568,11.10265582,41.24778705,1
282.53132,-103.4385846,22.22291756,0
839.4301768,-16.0001123,40.96237465,0
111.791466,27.42190978,41.64818216,1
-78.71801007,104.8494668,-17.80052591,1
-75.55763519,61.63615053,87.14055768,1
652.8699537,140.0411787,26.02273954,1
-24.61626215,156.0153354,68.67951307,1
755.41525,139.9359338,36.7854373,1
7.502047478,102.4502501,66.22626298,1
600.3871861,26.91749012,-42.40349448,0
580.7459572,136.9558241,1.057126319,1
841.9694975,71.69814668,43.26180293,0
597.8911363,-21.42118861,6.367362016,0
565.737677,12.29477683,31.43905719,0
448.2047447,77.40373067,8.950209831,1
803.601839,125.8344243,73.17537657,1
489.4399439,133.6905195,4.662851508,1
319.3621067,91.28645312,50.76941103,1
512.79266,95.88760531,28.42184425,1
479.936417,111.1516953,52.45872669,1
-100.8937027,158.5490283,67.18551125,1
219.0455374,-83.66898078,29.55778247,0
363.1516302,-66.87973112,9.490295565,0
209.3934625,20.27014509,24.7207632,0
190.7543297,11.5852814,31.39868872,0
518.8133338,64.47739343,21.16397582,0
513.0565771,-20.96633204,0.903975021,0
403.6983515,-3.818029889,-0.121772965,0
514.5679989,-73.44058104,-23.03645914,0
546.348438,-28.64336697,50.45377891,0
266.0040446,78.83467748,69.52976848,1
392.8328857,24.17120137,70.03144771,0
247.5613532,136.1024986,66.12892437,1
857.7849453,161.9745115,18.70839238,1
873.5970995,25.00127589,72.61027668,0
688.8923201,68.68647234,16.27873779,0
879.4879381,-73.60000202,-42.90676816,0
705.7546104,-38.15041038,-6.966197811,0
402.7577631,64.50850113,-7.250484813,1
412.3311522,1.980681084,9.583377554,0
771.6304449,-30.50837449,18.99420074,0
43.26507718,124.3243278,3.2947382,1
661.5381681,138.1317828,58.60206758,1
7.237496633,-4.034436039,40.71136773,0
388.5287961,93.00535855,42.3430131,1
586.39761,-51.64831653,-8.532021095,0
147.2794841,29.28676213,-34.93165115,1
51.63503521,1.872153594,28.50145314,0
812.3346671,115.0018691,-12.50185638,1
761.9263635,86.03730821,66.50139311,0
666.3289646,-85.60057869,24.56570491,0
398.2121678,-25.65531638,70.52773489,0
6.539441559,-68.37039691,30.32528227,0
132.6611208,-91.79968658,21.6914527,0
72.1463593,-15.58042958,-17.09387175,0
576.2206592,133.4914639,41.87168856,1
362.3853971,14.0220347,75.81327663,0
177.020007,11.32424702,28.07773784,0
158.5107646,-15.55028241,31.66772436,0
769.8639408,-60.84331315,-2.1185125,0
547.8476662,88.32406505,47.8254808,1
396.0859262,18.72573729,-4.942025016,0
623.4634741,-20.73762513,32.59798851,0
455.5381948,122.2764014,28.46410874,1
482.5197321,108.5846769,5.626571409,1
134.0527181,122.5308795,32.98942684,1
280.7817624,23.5891603,19.33425536,0
471.5137888,104.5626021,18.67623573,1
747.4461334,134.1200838,32.46958063,1
170.9479351,0.267864475,0.055052678,0
784.3324053,16.01828909,28.53802465,0
381.3345273,65.07249521,6.103164468,1
878.950157,-86.26507458,18.58429429,0
111.1351328,111.4169867,70.22318112,1
526.5827911,119.3617652,17.48541123,1
527.5070804,140.268463,46.91832766,1
739.5204254,84.01908494,47.80277531,0
72.73689494,8.204389749,83.03796987,1
600.9820664,74.08085109,19.45358589,0
410.0167865,134.3085047,0.193497238,1
-102.5874367,-102.1872216,64.20195529,0
802.4496351,-0.384496173,-5.238622842,0
798.0822707,61.86823841,44.09798525,0
-32.48056976,-48.41874451,33.31149915,0
352.9728657,66.73204171,24.04353862,1
376.1893649,-97.04281339,33.96904968,0
397.7883978,-17.51152305,12.61925532,0
368.3923047,111.7818913,-16.44784546,1
-13.74178101,121.7407349,25.16850594,1
580.6139881,44.08497003,75.80502361,0
-30.76769368,-40.26079491,25.84541479,0
162.7431633,-67.5933474,-8.865613703,0
876.7822791,-103.3164585,45.94615758,0
327.3176296,23.84703482,50.79464937,0
769.2707958,-47.97080964,-1.946991621,0
443.2257897,157.3417088,33.7542013,1
751.9674223,-48.45690901,32.54742984,0
555.6606101,35.41514923,2.615605034,0
-39.46723187,10.33998191,36.66521903,1
527.3477798,121.2516409,73.31920617,1
212.4703095,141.6400521,83.06192256,1
354.949805,-110.7108599,54.05881388,0
457.9938417,-80.91985136,20.88778862,0
-61.540722,-14.30892072,-15.62468869,0
34.65775613,81.40640896,-21.30327946,1
476.7764589,20.32080578,43.12696294,0
761.1428998,87.68245073,30.3341797,0
425.2666245,-84.46473983,54.06951688,0
208.9371413,-85.20067148,-11.46458837,0
375.3967287,38.96646601,15.00085934,0
-95.15473348,-50.24817678,-32.04864708,0
284.1036831,47.24270942,9.266325509,1
103.7177491,138.0348806,26.75176338,1
-45.14416772,-16.45517222,19.0689427,0
805.6143619,-35.79651455,-35.27370316,0
820.0123834,66.80355671,73.55537972,0
61.47950021,66.35314268,-5.761648632,1
222.9040863,34.15791847,1.701047161,1
344.5213621,53.0920073,-13.7549778,1
329.9182004,60.39882741,-8.79922745,1
694.1886227,-81.48563405,19.16447078,0
589.4231791,4.174036408,51.5500968,0
599.9150607,47.48058505,-24.27672037,0
359.438786,152.9221127,-13.68361993,1
602.6216799,50.24490153,44.75626038,0
86.69831133,32.1118695,3.976733374,1
823.9287193,38.67686181,52.23315368,0
431.1885237,40.58692081,44.8846116,0
281.8544025,56.54580858,37.78410088,1
333.8868403,58.13295396,-0.397009121,1
735.5261738,-60.24253435,49.31468473,0
144.686396,-70.33438791,69.40704734,0
-105.9765113,70.34502058,-48.75422014,1
502.3245854,-61.4690884,-6.661504584,0
-42.74344419,-53.48107153,61.82051436,0
711.6112016,49.20006135,31.72519456,0
605.8442628,115.3752985,-22.56830825,1
620.4323745,-85.40382751,1.473470133,0
891.611881,104.3630275,37.9134423,0
193.055718,-82.6450014,-23.3386795,0
471.3721656,-75.12223817,59.37513324,0
653.6173197,23.13970209,27.32704107,0
779.5100318,5.288923805,21.71033055,0
750.3239889,73.14005928,42.51430072,0
301.0320381,-33.58275685,87.26604376,0
420.4424844,132.1288031,13.5300832,1
358.2855728,153.2893208,65.55869707,1
89.26115316,67.44012888,-16.97665189,1
525.8897719,131.9715275,28.1305808,1
457.4322948,-24.73173578,-14.56496987,0
111.1323124,26.6839204,8.974971349,1
127.8697263,-29.666663,27.77070157,0
88.33397925,-82.49159018,-15.39186696,0
166.882051,103.4581021,75.74763276,1
151.2755534,8.978470987,58.30271856,0
575.2435277,-24.88334752,52.72509394,0
721.2735691,-49.89101769,-28.80420846,0
-52.84146244,-28.082312,23.82817808,0
351.8593818,102.4283258,-9.569095006,1
117.0191566,139.5677494,27.3899896,1
503.3454641,1.759237465,-22.92622221,0
287.2302224,142.7632805,79.11531241,1
717.7640723,-100.7861825,39.3450528,0
393.7320456,-49.92932361,64.83532831,0
428.813474,134.4286061,-16.30713417,1
270.423107,-78.72633117,5.54499896,0
380.9893723,141.138252,-24.72331387,1
531.5593101,78.37457052,-23.97549777,1
848.123026,143.5813952,22.38428567,1
352.5821649,-63.94033091,63.66898012,0
443.9183182,169.179489,55.11396169,1
422.6243472,14.71125949,21.31818034,0
708.8951352,87.86904266,48.28902769,1
263.2642427,32.58675382,74.91258846,1
812.9865818,29.1904822,62.61287287,0
36.36788473,-7.746041674,40.06189398,0
30.09989808,62.04507928,15.08629875,1
863.569725,44.8562155,74.31329147,0
86.19131753,63.66622795,48.07246033,1
317.7402442,-19.62983579,42.89874617,0
384.858576,-89.0466972,51.32107523,0
159.2837129,-92.41557668,73.22528001,0
466.4350156,78.89806977,29.90466282,1
840.2418817,121.7999371,11.08765371,1
58.12141017,-6.090833035,79.30558611,0
-37.50154917,-36.55943438,73.17864045,0
132.1309545,-28.41142078,34.34986309,0
648.0656482,-37.29979275,22.27874455,0
367.582778,141.5881319,-3.789736338,1
623.2510371,-102.9103235,24.58065397,0
158.4401961,55.72952182,-24.87666259,1
712.9877619,38.75787705,31.80540798,0
820.9877017,-9.702973007,10.41835969,0
457.1660795,-8.693310049,41.49292,0
288.0618829,-34.46253058,26.81856299,0
855.234898,72.28056678,63.07500484,0
-104.3770437,-52.34569804,-7.033961846,0
758.1444348,-57.99280241,63.13848961,0
681.1333357,58.97606827,71.11297266,0
576.5822265,114.6952314,0.188514926,1
881.188992,141.6848873,63.60510913,1
62.62679397,-31.35604861,-36.26661914,0
85.73289615,-23.32887405,-36.8546933,0
94.8165399,-63.69352009,34.33419035,0
25.10333837,-5.819645806,27.85803223,0
340.6604972,75.71758836,-12.67775625,1
268.8412827,114.758218,-12.24077405,1
625.9114192,51.76641006,14.5110539,0
531.8659895,-2.112639984,-25.57008341,0
671.8385737,59.70167903,-4.070074997,0
-49.76228736,84.81829847,67.04212316,1
